scenario_id,scenario_label,wind_scenario,pv_scenario,production_ton,total_cost_yuan,ton_cost_yuan_per_ton,grid_purchase_mwh,grid_export_mwh,renewable_self_used_mwh,total_load_mwh,renewable_generation_mwh,renewable_self_use_ratio,green_power_ratio,renewable_export_ratio,renewable_self_use_pass,green_power_pass,renewable_export_pass,pass_count,satisfaction_type,on_hours,selected_times,avg_power_ratio,mean_running_power_ratio,min_running_power_ratio,max_running_power_ratio,utilization_rate,total_ammonia_output_ton,renewable_self_use_pct,green_power_pct,renewable_export_pct
W3_PV3,风电场景3_光伏场景3,风电场景3,光伏场景3,36.0,182277.19323333327,5063.255367592591,237.4062,35.20620000000009,321.3138,558.7199999999999,356.52000000000004,0.9012504207337596,0.5750891323024055,0.0987495792662405,True,True,True,3,全满足,20,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;16:00-17:00;17:00-18:00;18:00-19:00;22:00-23:00;23:00-24:00,0.4999999999999998,0.5999999999999999,0.1178795180722891,1.0,0.4999999999999998,35.999999999999986,90.12504207337597,57.50891323024055,9.87495792662405
W3_PV4,风电场景3_光伏场景4,风电场景3,光伏场景4,36.0,205702.9063333333,5713.96962037037,266.84,0.0,291.88,558.72,291.88,1.0,0.5224083619702176,0.0,True,True,True,3,全满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,0.5,0.5,0.1113686746987951,1.0,0.5,36.0,100.0,52.24083619702176,0.0
W4_PV1,风电场景4_光伏场景1,风电场景4,光伏场景1,36.0,52667.56763333336,1462.9879898148156,188.9541999999999,507.1581999999999,369.7658000000001,558.72,876.924,0.4216623105309013,0.6618087772050403,0.5783376894690987,False,True,False,1,部分满足,13,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;9:00-10:00;11:00-12:00;12:00-13:00;13:00-14:00;20:00-21:00;23:00-24:00,0.5,0.9230769230769232,0.1674216867469879,1.0,0.5,36.0,42.16623105309013,66.18087772050403,57.83376894690987
W4_PV2,风电场景4_光伏场景2,风电场景4,光伏场景2,36.0,118850.3516333333,3301.3986564814804,203.03419999999988,262.67819999999995,355.6858000000001,558.7199999999999,618.364,0.5752045720643506,0.6366083190148915,0.4247954279356494,False,True,False,1,部分满足,12,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;23:00-24:00,0.4999999999999998,1.0,0.9999999999999996,1.0,0.4999999999999998,35.999999999999986,57.52045720643506,63.660831901489146,42.47954279356494
W4_PV3,风电场景4_光伏场景3,风电场景4,光伏场景3,36.0,161599.8556333333,4488.884878703702,203.03419999999988,96.91819999999994,355.6858000000001,558.7199999999999,452.604,0.7858653480746968,0.6366083190148915,0.2141346519253032,True,True,False,2,部分满足,17,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;11:00-12:00;12:00-13:00;13:00-14:00;17:00-18:00;18:00-19:00;20:00-21:00;23:00-24:00,0.5,0.7058823529411765,0.1674216867469879,0.9999999999999998,0.5,35.99999999999999,78.58653480746968,63.660831901489146,21.41346519253032
W4_PV4,风电场景4_光伏场景4,风电场景4,光伏场景4,36.0,178270.5116333333,4951.958656481481,203.03419999999988,32.27819999999996,355.68580000000003,558.72,387.964,0.9168010433957792,0.6366083190148912,0.0831989566042209,True,True,True,3,全满足,20,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;17:00-18:00;18:00-19:00;20:00-21:00;22:00-23:00;23:00-24:00,0.4999999999999999,0.5999999999999999,0.1106506024096385,0.9999999999999998,0.4999999999999999,35.99999999999999,91.68010433957792,63.660831901489125,8.31989566042209
W5_PV1,风电场景5_光伏场景1,风电场景5,光伏场景1,36.0,64927.97123333333,1803.5547564814813,212.75019999999995,473.4502,345.9698000000001,558.7199999999999,819.4200000000001,0.4222130287276366,0.6192185710194733,0.5777869712723633,False,True,False,1,部分满足,12,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;11:00-12:00;13:00-14:00;15:00-16:00;16:00-17:00;23:00-24:00,0.5,1.0,0.9999999999999998,1.0,0.5,36.0,42.22130287276366,61.92185710194733,57.778697127236335
W5_PV2,风电场景5_光伏场景2,风电场景5,光伏场景2,36.0,131110.75523333336,3641.965423148149,226.8302,228.9701999999999,331.88980000000004,558.72,560.8599999999999,0.5917515957636489,0.5940181128293242,0.4082484042363511,False,True,False,1,部分满足,14,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;11:00-12:00;12:00-13:00;13:00-14:00;15:00-16:00;16:00-17:00;20:00-21:00;23:00-24:00,0.5,0.8571428571428573,0.1933493975903614,1.0,0.5,36.0,59.17515957636489,59.401811282932414,40.82484042363511
W5_PV3,风电场景5_光伏场景3,风电场景5,光伏场景3,36.0,173860.25923333332,4829.45164537037,226.83019999999996,63.21020000000002,331.8898,558.7199999999999,395.1,0.8400146798278916,0.5940181128293243,0.1599853201721083,True,True,True,3,全满足,18,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;16:00-17:00;18:00-19:00;20:00-21:00;23:00-24:00,0.4999999999999998,0.6666666666666665,0.1576385542168674,1.0,0.4999999999999998,35.999999999999986,84.00146798278915,59.40181128293243,15.99853201721083
W5_PV4,风电场景5_光伏场景4,风电场景5,光伏场景4,36.0,190859.05433333325,5301.640398148145,228.25999999999988,0.0,330.4599999999999,558.7199999999998,330.4599999999999,1.0,0.5914590492554411,0.0,True,True,True,3,全满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,0.4999999999999998,0.4999999999999998,0.1119036144578313,1.0,0.4999999999999998,35.999999999999986,100.0,59.145904925544116,0.0
W6_PV1,风电场景6_光伏场景1,风电场景6,光伏场景1,36.0,87471.60723333328,2429.766867592591,243.1862,400.2262,315.53380000000004,558.7199999999999,715.76,0.4408374315412988,0.5647440578465065,0.5591625684587012,False,True,False,1,部分满足,13,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;9:00-10:00;11:00-12:00;15:00-16:00;16:00-17:00;23:00-24:00,0.4999999999999998,0.9230769230769228,0.1280481927710838,1.0,0.4999999999999998,35.99999999999999,44.08374315412988,56.47440578465065,55.916256845870116
W6_PV2,风电场景6_光伏场景2,风电场景6,光伏场景2,36.0,153654.39123333336,4268.17753425926,257.2661999999999,155.74619999999987,301.4538000000002,558.72,457.2000000000001,0.6593477690288717,0.5395435996563577,0.3406522309711283,True,True,False,2,部分满足,13,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;16:00-17:00;23:00-24:00,0.5,0.9230769230769228,0.5326746987951807,1.0,0.5,36.0,65.93477690288717,53.95435996563577,34.06522309711283
W6_PV3,风电场景6_光伏场景3,风电场景6,光伏场景3,36.0,198702.0623333334,5519.501731481483,267.2800000000001,0.0,291.44,558.72,291.44,1.0,0.5216208476517754,0.0,True,True,True,3,全满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,0.5,0.5,0.1198072289156626,1.0,0.5,36.0,100.0,52.16208476517754,0.0
W6_PV4,风电场景6_光伏场景4,风电场景6,光伏场景4,36.0,230780.9373333333,6410.581592592592,331.92,0.0,226.8,558.72,226.8,1.0,0.4059278350515464,0.0,True,True,True,3,全满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,0.4999999999999998,0.4999999999999998,0.0999999999999999,1.0,0.4999999999999998,35.99999999999999,100.0,40.59278350515464,0.0
