mode,scenario_id,wind_scenario,pv_scenario,storage_capacity_mwh,total_cost_yuan,ton_cost_yuan_per_ton,total_ammonia_output_ton,capacity_utilization_rate,on_hours,avg_power_ratio,mean_running_power_ratio,base_load_mwh,hydrogen_ammonia_load_mwh,unserved_load_mwh,energy_self_sufficiency_ratio,renewable_utilization_ratio,ammonia_capex_daily_yuan,storage_capex_daily_yuan,wind_generation_cost_yuan,pv_generation_cost_yuan,alk_om_cost_yuan,pem_om_cost_yuan,ammonia_om_cost_yuan,storage_om_cost_yuan,storage_charge_mwh,storage_discharge_mwh,soc_max_mwh,soc_min_mwh,total_load_mwh,renewable_generation_mwh,grid_purchase_mwh,grid_export_mwh,curtailment_mwh,renewable_self_used_mwh,renewable_self_use_ratio,green_power_ratio,renewable_export_ratio,renewable_self_use_pass,green_power_pass,renewable_export_pass,pass_count,satisfaction_type
offgrid_with_storage,W3_PV3,风电场景3,光伏场景3,20.0,93621.37438643462,4378.281538243223,21.383132530120484,0.2969879518072289,24,0.2969879518072289,0.2969879518072289,60.72,295.79999999999995,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,40710.0,10214.4,14255.421686746988,21383.13253012048,21.383132530120484,0.0,0.0,0.0,0.0,0.0,356.52,356.52000000000004,0.0,0.0,0.0,356.52000000000004,1.0,1.0000000000000002,0.0,True,True,True,3,全满足
offgrid_with_storage,W3_PV4,风电场景3,光伏场景4,20.0,78071.94980812137,4672.068288973058,16.710361445783136,0.23208835341365466,24,0.23208835341365464,0.23208835341365464,60.72,231.16000000000003,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,40710.0,2457.6,11140.240963855422,16710.361445783135,16.710361445783136,0.0,0.0,0.0,0.0,0.0,291.88,291.88,0.0,0.0,0.0,291.88,1.0,1.0,0.0,True,True,True,3,全满足
offgrid_with_storage,W4_PV1,风电场景4,光伏场景1,20.0,203311.9536271739,4258.561311503638,47.74193413112734,0.6630824184878796,24,0.6630824184878797,0.6630824184878797,60.72,660.4300888139283,0.0,1.0,0.8272944461915587,3333.3333333333335,3703.7037037037035,55122.6,61132.799999999996,31827.956087418228,47741.934131127346,47.74193413112734,401.88443746014605,22.256354932086392,17.93208881392821,20.0,0.0,721.1500888139283,876.924,0.0,0.0,151.4496450679136,725.4743549320864,0.8272944461915587,1.0059963469258808,0.0,True,True,True,3,全满足
offgrid_with_storage,W4_PV2,风电场景4,光伏场景2,20.0,159438.70475041567,3968.6567318096954,40.17447603177111,0.5579788337745987,24,0.5579788337745987,0.5579788337745987,60.72,555.7469184395002,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,55122.6,30105.6,26782.984021180735,40174.476031771104,40.17447603177111,175.8331843950025,9.740200000000012,7.843118439500238,8.73835944122737,0.0,616.4669184395002,618.364,0.0,0.0,0.0,618.364,1.0,1.0030773452779949,0.0,True,True,True,3,全满足
offgrid_with_storage,W4_PV3,风电场景4,光伏场景3,20.0,119613.80433978437,4223.756285059025,28.319295969538363,0.39332355513247724,24,0.39332355513247724,0.39332355513247724,60.72,391.7502609119474,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,55122.6,10214.4,18879.530646358908,28319.29596953836,28.319295969538366,12.621390880526489,0.6979390880526485,0.5642000000000004,0.6281451792473841,0.0,452.4702609119474,452.60400000000004,0.0,0.0,0.0,452.60400000000004,1.0,1.000295575421428,0.0,True,True,True,3,全满足
offgrid_with_storage,W4_PV4,风电场景4,光伏场景4,20.0,104064.37976147112,4400.831845976614,23.646524885201014,0.32842395673890296,24,0.32842395673890296,0.32842395673890296,60.72,327.1102609119473,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,55122.6,2457.6,15764.349923467344,23646.52488520101,23.646524885201014,12.621390880526489,0.6979390880526485,0.5642000000000004,0.6281451792473841,0.0,387.83026091194733,387.964,0.0,0.0,0.0,387.964,1.0,1.0003448392287342,0.0,True,True,True,3,全满足
offgrid_with_storage,W5_PV1,风电场景5,光伏场景1,20.0,189572.6036964339,4243.3463708469235,44.675260308433735,0.6204897265060241,24,0.6204897265060241,0.6204897265060241,60.72,618.0077676,0.0,1.0,0.8335850409271821,3333.3333333333335,3703.7037037037035,46497.0,61132.799999999996,29783.50687228916,44675.26030843373,44.675260308433735,402.3242183655148,22.280454236551478,17.951967600000003,20.0,0.0,678.7277676000001,819.4200000000001,0.0,0.0,136.36374576344852,683.0562542365516,0.8335850409271821,1.0063773531055862,0.0,True,True,True,3,全满足
offgrid_with_storage,W5_PV2,风电场景5,光伏场景2,20.0,143882.47310485042,3994.8165993554403,36.017291288933194,0.5002401567907389,24,0.5002401567907389,0.5002401567907389,60.72,498.2391961635759,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,46497.0,30105.6,24011.527525955466,36017.2912889332,36.017291288933194,177.99996163575892,9.85040000000001,7.949596163575883,8.85744787680001,0.0,558.9591961635758,560.8599999999999,0.0,0.0,0.0,560.8599999999999,1.0,1.0034006128702602,0.0,True,True,True,3,全满足
offgrid_with_storage,W5_PV3,风电场景5,光伏场景3,20.0,104059.35607318161,4304.945747390231,24.172048192771086,0.3357228915662651,24,0.33572289156626506,0.33572289156626506,60.72,334.38,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,46497.0,10214.4,16114.698795180724,24172.048192771083,24.172048192771086,0.0,0.0,0.0,0.0,0.0,395.1,395.1,0.0,0.0,0.0,395.1,1.0,1.0,0.0,True,True,True,3,全满足
offgrid_with_storage,W5_PV4,风电场景5,光伏场景4,20.0,88509.93149486836,4539.139117961787,19.499277108433734,0.27082329317269077,24,0.27082329317269077,0.27082329317269077,60.72,269.74,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,46497.0,2457.6,12999.518072289156,19499.277108433733,19.499277108433734,0.0,0.0,0.0,0.0,0.0,330.4599999999999,330.4599999999999,0.0,0.0,0.0,330.4599999999999,1.0,1.0,0.0,True,True,True,3,全满足
offgrid_with_storage,W6_PV1,风电场景6,光伏场景1,20.0,169700.63976508533,4032.502250341716,42.08321018313253,0.5844890303212851,24,0.5844890303212852,0.5844890303212852,60.72,582.1510742,0.0,1.0,0.9042138618127468,3333.3333333333335,3703.7037037037035,30948.0,61132.799999999996,28055.473455421692,42083.21018313253,42.083210183132536,402.03587931091664,22.266313731091664,17.937274199999997,20.0,0.0,642.8710742,715.76,0.0,0.0,68.55988626890834,647.2001137310916,0.9042138618127468,1.0067339155622748,0.0,True,True,True,3,全满足
offgrid_with_storage,W6_PV2,风电场景6,光伏场景2,20.0,115887.97294065148,4043.3740895186274,28.66120481927711,0.3980722891566265,24,0.39807228915662657,0.39807228915662657,60.72,396.48,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,30948.0,30105.6,19107.469879518074,28661.20481927711,28.66120481927711,0.0,0.0,0.0,0.0,0.0,457.20000000000005,457.20000000000005,0.0,0.0,0.0,457.20000000000005,1.0,1.0,0.0,True,True,True,3,全满足
offgrid_with_storage,W6_PV3,风电场景6,光伏场景3,20.0,76013.70595269969,4557.5716554511055,16.678554216867468,0.2316465863453815,24,0.23164658634538152,0.23164658634538152,60.72,230.72000000000003,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,30948.0,10214.4,11119.036144578313,16678.55421686747,16.678554216867468,0.0,0.0,0.0,0.0,0.0,291.44,291.44,0.0,0.0,0.0,291.44,1.0,1.0,0.0,True,True,True,3,全满足
offgrid_with_storage,W6_PV4,风电场景6,光伏场景4,20.0,60437.262158763595,5062.116016906034,11.939130189217366,0.16582125262801897,22,0.16582125262801897,0.18089591195783886,60.72,165.15796761750687,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,30948.0,2457.6,7959.420126144912,11939.130189217365,11.939130189217366,84.13567617506882,4.667800000000001,3.745767617506882,4.196073600000001,0.0,225.87796761750687,226.8,0.0,0.0,0.0,226.8,1.0,1.004081993441939,0.0,True,True,True,3,全满足
