scenario_id,scenario_label,wind_scenario,pv_scenario,production_ton,total_cost_yuan,ton_cost_yuan_per_ton,grid_purchase_mwh,grid_export_mwh,renewable_self_used_mwh,total_load_mwh,renewable_generation_mwh,renewable_self_use_ratio,green_power_ratio,renewable_export_ratio,renewable_self_use_pass,green_power_pass,renewable_export_pass,pass_count,satisfaction_type,on_hours,selected_times,avg_power_ratio,mean_running_power_ratio,min_running_power_ratio,max_running_power_ratio,utilization_rate,total_ammonia_output_ton,renewable_self_use_pct,green_power_pct,renewable_export_pct
W1_PV3,风电场景1_光伏场景3,风电场景1,光伏场景3,72.0,587809.1447333334,8164.015899074075,719.2760000000001,0.0,337.444,1056.7199999999998,337.444,1.0,0.3193315163903399,0.0,True,True,True,3,全满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,1.0,1.0,1.0,1.0,1.0,72.0,100.0,31.93315163903399,0.0
W1_PV3,风电场景1_光伏场景3,风电场景1,光伏场景3,63.0,472901.3447333334,7506.370551322752,594.776,0.0,337.444,932.22,337.444,1.0,0.3619789320117568,0.0,True,True,True,3,全满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,0.875,0.875,0.1228433734939759,1.0,0.875,62.99999999999999,100.0,36.19789320117568,0.0
W1_PV3,风电场景1_光伏场景3,风电场景1,光伏场景3,54.0,362102.37773333327,6705.59958765432,472.168,1.891999999999996,335.552,807.72,337.444,0.9943931437512596,0.4154310899816767,0.0056068562487405,True,True,True,3,全满足,23,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;21:00-22:00;22:00-23:00;23:00-24:00,0.7499999999999999,0.782608695652174,0.1,1.0,0.7499999999999999,53.99999999999999,99.43931437512596,41.543108998167675,0.5606856248740499
W1_PV3,风电场景1_光伏场景3,风电场景1,光伏场景3,45.0,271472.0777333332,6032.712838518516,347.6679999999999,1.891999999999996,335.552,683.2199999999998,337.444,0.9943931437512596,0.4911331635490765,0.0056068562487405,True,True,True,3,全满足,23,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;21:00-22:00;22:00-23:00;23:00-24:00,0.6249999999999998,0.652173913043478,0.0999999999999999,1.0,0.6249999999999998,44.99999999999999,99.43931437512596,49.113316354907646,0.5606856248740499
W1_PV3,风电场景1_光伏场景3,风电场景1,光伏场景3,36.0,186273.7316333333,5174.270323148146,247.2901999999999,26.01420000000001,311.42979999999994,558.7199999999999,337.444,0.9229080973435592,0.557398697021764,0.0770919026564408,True,True,True,3,全满足,19,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;16:00-17:00;17:00-18:00;18:00-19:00;23:00-24:00,0.4999999999999999,0.6315789473684209,0.1228433734939759,1.0,0.4999999999999999,35.999999999999986,92.29080973435592,55.73986970217641,7.70919026564408
W1_PV4,风电场景1_光伏场景4,风电场景1,光伏场景4,72.0,627301.8807333334,8712.526121296298,783.9159999999999,0.0,272.804,1056.7199999999998,272.804,1.0,0.2581611022787494,0.0,True,False,True,2,部分满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,1.0,1.0,1.0,1.0,1.0,72.0,100.0,25.81611022787494,0.0
W1_PV4,风电场景1_光伏场景4,风电场景1,光伏场景4,63.0,512394.0807333332,8133.2393767195745,659.4159999999998,0.0,272.804,932.2199999999996,272.804,1.0,0.2926390766128168,0.0,True,False,True,2,部分满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,0.8749999999999997,0.8749999999999997,0.0999999999999999,1.0,0.8749999999999997,62.99999999999999,100.0,29.263907661281678,0.0
W1_PV4,风电场景1_光伏场景4,风电场景1,光伏场景4,54.0,397486.28073333326,7360.857050617283,534.9159999999999,0.0,272.804,807.7199999999999,272.804,1.0,0.3377457534789283,0.0,True,True,True,3,全满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,0.75,0.75,0.1,1.0,0.75,53.99999999999999,100.0,33.774575347892835,0.0
W1_PV4,风电场景1_光伏场景4,风电场景1,光伏场景4,45.0,303042.3537333333,6734.274527407407,412.3079999999999,1.891999999999996,270.912,683.2199999999999,272.804,0.9930646178208532,0.3965223500483007,0.0069353821791469,True,True,True,3,全满足,23,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;21:00-22:00;22:00-23:00;23:00-24:00,0.6249999999999999,0.6521739130434782,0.1,1.0,0.6249999999999999,44.99999999999999,99.30646178208532,39.652235004830075,0.69353821791469
W1_PV4,风电场景1_光伏场景4,风电场景1,光伏场景4,36.0,212412.0537333333,5900.3348259259255,287.8079999999999,1.891999999999996,270.912,558.7199999999999,272.804,0.9930646178208532,0.4848797250859107,0.0069353821791469,True,True,True,3,全满足,23,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;21:00-22:00;22:00-23:00;23:00-24:00,0.4999999999999998,0.5217391304347825,0.0999999999999999,1.0,0.4999999999999998,35.99999999999999,99.30646178208532,48.48797250859107,0.69353821791469
W2_PV1,风电场景2_光伏场景1,风电场景2,光伏场景1,72.0,420232.97373333335,5836.569079629629,487.428,89.61199999999998,569.292,1056.7199999999998,658.904,0.8639983973386108,0.5387349534408359,0.1360016026613892,True,True,True,3,全满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,1.0,1.0,1.0,1.0,1.0,72.0,86.39983973386109,53.87349534408359,13.60016026613892
W2_PV1,风电场景2_光伏场景1,风电场景2,光伏场景1,63.0,309289.6797333333,4909.359995767195,363.396,90.07999999999998,568.8240000000001,932.22,658.904,0.8632881269502083,0.6101821458454014,0.1367118730497917,True,True,True,3,全满足,23,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;21:00-22:00;22:00-23:00;23:00-24:00,0.8749999999999999,0.9130434782608696,0.0999999999999999,1.0,0.8749999999999999,62.99999999999999,86.32881269502083,61.01821458454014,13.67118730497917
W2_PV1,风电场景2_光伏场景1,风电场景2,光伏场景1,54.0,223868.3205333333,4145.709639506172,263.2564,114.44040000000004,544.4635999999999,807.7199999999999,658.904,0.8263170355620848,0.6740746793443272,0.1736829644379151,True,True,True,3,全满足,20,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;23:00-24:00,0.75,0.8999999999999998,0.1991710843373481,1.0,0.75,53.99999999999999,82.63170355620848,67.40746793443272,17.368296443791507
W2_PV1,风电场景2_光伏场景1,风电场景2,光伏场景1,45.0,161810.77053333333,3595.794900740741,263.2563999999999,238.94039999999995,419.9636,683.22,658.904,0.6373669001857631,0.61468282544422,0.3626330998142368,True,True,False,2,部分满足,16,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;9:00-10:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;23:00-24:00,0.6250000000000001,0.9375,0.3304048192771121,1.0,0.6250000000000001,45.0,63.73669001857631,61.468282544422,36.26330998142368
W2_PV1,风电场景2_光伏场景1,风电场景2,光伏场景1,36.0,99753.22053333333,2770.922792592592,263.2563999999999,363.4403999999999,295.4636000000001,558.7199999999999,658.904,0.4484167648094412,0.5288223081328755,0.5515832351905587,False,True,False,1,部分满足,12,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;9:00-10:00;11:00-12:00;13:00-14:00;14:00-15:00;23:00-24:00,0.4999999999999998,1.0,0.9999999999999994,1.0,0.4999999999999998,35.999999999999986,44.84167648094412,52.88223081328754,55.15832351905588
W2_PV2,风电场景2_光伏场景2,风电场景2,光伏场景2,72.0,530380.3647333334,7366.39395462963,656.376,0.0,400.3440000000001,1056.7199999999998,400.3440000000001,1.0,0.3788553259141495,0.0,True,True,True,3,全满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,1.0,1.0,1.0,1.0,1.0,72.0,100.0,37.88553259141495,0.0
W2_PV2,风电场景2_光伏场景2,风电场景2,光伏场景2,63.0,415472.56473333336,6594.802614814816,531.876,0.0,400.3440000000001,932.22,400.3440000000001,1.0,0.4294522752140053,0.0,True,True,True,3,全满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,0.875,0.875,0.0999999999999999,1.0,0.875,62.99999999999999,100.0,42.94522752140053,0.0
W2_PV2,风电场景2_光伏场景2,风电场景2,光伏场景2,54.0,320384.3697333336,5933.0438839506205,407.8440000000003,0.4679999999999963,399.876,807.7200000000003,400.3440000000001,0.9988310053354116,0.4950675976823651,0.0011689946645884,True,True,True,3,全满足,22,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;22:00-23:00;23:00-24:00,0.7500000000000003,0.8181818181818185,0.0999999999999999,1.0,0.7500000000000003,54.000000000000014,99.88310053354115,49.506759768236506,0.11689946645884
W2_PV2,风电场景2_光伏场景2,风电场景2,光伏场景2,45.0,229754.06973333345,5105.645994074077,283.34400000000016,0.4679999999999963,399.876,683.2200000000001,400.3440000000001,0.9988310053354116,0.5852814613155352,0.0011689946645884,True,True,True,3,全满足,22,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;22:00-23:00;23:00-24:00,0.6250000000000001,0.6818181818181819,0.0999999999999999,1.0,0.6250000000000001,45.00000000000001,99.88310053354115,58.52814613155351,0.11689946645884
W2_PV2,风电场景2_光伏场景2,风电场景2,光伏场景2,36.0,165936.00453333338,4609.333459259261,277.3364,118.96039999999982,281.38360000000023,558.72,400.3440000000001,0.702854545091222,0.5036218499427266,0.297145454908778,True,True,False,2,部分满足,13,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;23:00-24:00,0.5,0.9230769230769232,0.4710265060240983,1.0,0.5,36.0,70.2854545091222,50.36218499427266,29.714545490877796
W2_PV3,风电场景2_光伏场景3,风电场景2,光伏场景3,72.0,631514.1887333334,8771.030399074074,822.136,0.0,234.584,1056.7199999999998,234.584,1.0,0.2219925808161102,0.0,True,False,True,2,部分满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,1.0,1.0,1.0,1.0,1.0,72.0,100.0,22.19925808161102,0.0
W2_PV3,风电场景2_光伏场景3,风电场景2,光伏场景3,63.0,516606.3887333335,8200.10140846561,697.6360000000002,0.0,234.584,932.22,234.584,1.0,0.2516401707751389,0.0,True,False,True,2,部分满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,0.875,0.875,0.1,1.0,0.875,63.0,100.0,25.16401707751389,0.0
W2_PV3,风电场景2_光伏场景3,风电场景2,光伏场景3,54.0,401786.3777333333,7440.48847654321,573.136,0.0,234.584,807.72,234.584,1.0,0.2904273758233051,0.0,True,False,True,2,部分满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,0.75,0.75,0.0999999999999999,1.0,0.75,54.0,100.0,29.042737582330506,0.0
W2_PV3,风电场景2_光伏场景3,风电场景2,光伏场景3,45.0,310545.4937333335,6901.010971851855,449.1040000000002,0.4679999999999963,234.116,683.2200000000003,234.584,0.9980049790267026,0.3426656128333478,0.0019950209732973,True,True,True,3,全满足,23,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;21:00-22:00;22:00-23:00;23:00-24:00,0.6250000000000001,0.6521739130434784,0.0999999999999999,1.0,0.6250000000000001,45.00000000000001,99.80049790267026,34.26656128333478,0.19950209732973
W2_PV3,风电场景2_光伏场景3,风电场景2,光伏场景3,36.0,219915.19373333344,6108.7553814814855,324.60400000000016,0.4679999999999963,234.116,558.7200000000001,234.584,0.9980049790267026,0.4190220504009163,0.0019950209732973,True,True,True,3,全满足,23,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;21:00-22:00;22:00-23:00;23:00-24:00,0.5000000000000001,0.5217391304347828,0.0999999999999999,1.0,0.5000000000000001,36.000000000000014,99.80049790267026,41.90220504009163,0.19950209732973
W2_PV4,风电场景2_光伏场景4,风电场景2,光伏场景4,72.0,671006.9247333334,9319.540621296295,886.776,0.0,169.94400000000002,1056.7199999999998,169.94400000000002,1.0,0.1608221667045196,0.0,True,False,True,2,部分满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,1.0,1.0,1.0,1.0,1.0,72.0,100.0,16.08221667045196,0.0
W2_PV4,风电场景2_光伏场景4,风电场景2,光伏场景4,63.0,556099.1247333332,8826.970233862432,762.2759999999998,0.0,169.94400000000002,932.2199999999998,169.94400000000002,1.0,0.1823003153761988,0.0,True,False,True,2,部分满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,0.8749999999999999,0.8749999999999999,0.1,1.0,0.8749999999999999,62.99999999999999,100.0,18.23003153761988,0.0
W2_PV4,风电场景2_光伏场景4,风电场景2,光伏场景4,54.0,441191.32473333325,8170.209717283949,637.7759999999998,0.0,169.94400000000002,807.7199999999998,169.94400000000002,1.0,0.2103996434407964,0.0,True,False,True,2,部分满足,24,0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00,0.7499999999999999,0.7499999999999999,0.0999999999999999,1.0,0.7499999999999999,53.99999999999999,100.0,21.03996434407964,0.0
