scenario_id,wind_scenario,pv_scenario,hour,time,base_load_mw,wind_power_mw,pv_power_mw,renewable_power_mw,storage_capacity_mwh,power_ratio,on_status,alk_power_mw,pem_power_mw,ammonia_power_mw,hydrogen_ammonia_load_mw,total_load_mw,storage_charge_mw,storage_discharge_mw,soc_mwh,curtailment_mw,unserved_load_mw,hourly_ammonia_output_ton,wind_generation_cost_yuan,pv_generation_cost_yuan,alk_om_cost_yuan,pem_om_cost_yuan,ammonia_om_cost_yuan,storage_om_cost_yuan,hourly_net_cost_yuan
W1_PV1,风电场景1,光伏场景1,10,10:00-11:00,4.1202,11.904,52.48,64.384,115.0,1.0,1,20.0,20.0,1.5,41.5,45.6202,18.763800000000003,0.0,35.73968201694048,0.0,0.0,3.0,1785.6,6297.599999999999,2000.0,3000.0,3.0,187.63800000000003,13273.838
W1_PV1,风电场景1,光伏场景1,11,11:00-12:00,3.9,7.736,55.04,62.776,115.0,1.0,1,20.0,20.0,1.5,41.5,45.4,17.376000000000005,0.0,51.3066026529066,0.0,0.0,3.0,1160.3999999999999,6604.8,2000.0,3000.0,3.0,173.76000000000005,12941.960000000001
W1_PV1,风电场景1,光伏场景1,12,12:00-13:00,3.2598000000000003,8.556000000000001,56.32,64.876,115.0,1.0,1,20.0,20.0,1.5,41.5,44.7598,20.116200000000003,0.0,69.30856944760079,0.0,0.0,3.0,1283.4000000000003,6758.4,2000.0,3000.0,3.0,201.16200000000003,13245.962
W1_PV1,风电场景1,光伏场景1,13,13:00-14:00,2.6898,14.52,56.32,70.84,115.0,1.0,1,20.0,20.0,1.5,41.5,44.1898,26.650199999999998,0.0,93.15513230870559,0.0,0.0,3.0,2178.0,6758.4,2000.0,3000.0,3.0,266.50199999999995,14205.902
W1_PV1,风电场景1,光伏场景1,14,14:00-15:00,3.63,6.707999999999999,52.48,59.188,115.0,1.0,1,20.0,20.0,1.5,41.5,45.13,14.058,0.0,105.62102204408818,0.0,0.0,3.0,1006.1999999999998,6297.599999999999,2000.0,3000.0,3.0,140.58,12447.38
W1_PV1,风电场景1,光伏场景1,15,15:00-16:00,3.8202,11.175999999999998,44.8,55.976,115.0,1.0,1,20.0,20.0,1.5,41.5,45.3202,10.655799999999997,0.0,115.0,0.0,0.0,3.0,1676.3999999999996,5376.0,2000.0,3000.0,3.0,106.55799999999998,12161.957999999999
W1_PV1,风电场景1,光伏场景1,16,16:00-17:00,3.75,10.108,33.28,43.388,115.0,0.9999999999999999,1,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,45.24999999999999,0.0,1.8619999999999994,112.7011111111111,0.0,0.0,2.9999999999999996,1516.2,3993.6,1999.9999999999998,2999.9999999999995,2.9999999999999996,18.619999999999997,10531.42
W1_PV1,风电场景1,光伏场景1,17,17:00-18:00,3.1398,6.384,24.32,30.704,115.0,1.0,1,20.0,20.0,1.5,41.5,44.6398,0.0,13.9358,96.99148666666665,0.0,0.0,3.0,957.5999999999999,2918.4,2000.0,3000.0,3.0,139.358,9018.358
W1_PV1,风电场景1,光伏场景1,18,18:00-19:00,2.61,6.428000000000001,11.52,17.948,115.0,0.9999999999999999,1,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,44.10999999999999,0.0,26.161999999999995,67.72861480444442,0.0,0.0,2.9999999999999996,964.2,1382.3999999999999,1999.9999999999998,2999.9999999999995,2.9999999999999996,261.61999999999995,7611.219999999998
W1_PV1,风电场景1,光伏场景1,19,19:00-20:00,2.1198,5.736,0.0,5.736,115.0,1.0,1,20.0,20.0,1.5,41.5,43.6198,0.0,37.8838,25.500046463724416,0.0,0.0,3.0,860.4,0.0,2000.0,3000.0,3.0,378.838,6242.237999999999
W1_PV1,风电场景1,光伏场景1,20,20:00-21:00,1.86,3.752,0.0,3.752,115.0,0.4678925075929836,1,9.357850151859672,9.357850151859672,0.7018387613894754,19.41753906510882,21.27753906510882,0.0,17.52553906510882,5.976225187342721,0.0,0.0,1.4036775227789509,562.8,0.0,935.7850151859674,1403.677522778951,1.4036775227789509,175.2553906510882,3078.921606138785
W1_PV1,风电场景1,光伏场景1,21,21:00-22:00,1.6302,3.692,0.0,3.692,115.0,0.1,1,2.0,2.0,0.15000000000000002,4.15,5.780200000000001,0.0,2.0882000000000005,3.644050514745813,0.0,0.0,0.30000000000000004,553.8,0.0,200.0,300.0,0.30000000000000004,20.88200000000001,1074.982
W1_PV1,风电场景1,光伏场景1,22,22:00-23:00,1.56,4.88,0.0,4.88,115.0,0.09999999999999999,1,1.9999999999999998,1.9999999999999998,0.15,4.1499999999999995,5.709999999999999,0.0,0.8299999999999998,2.714540191494099,0.0,0.0,0.3,732.0,0.0,200.0,299.99999999999994,0.3,8.299999999999999,1240.6
W1_PV1,风电场景1,光伏场景1,23,23:00-24:00,1.4802,3.192,0.0,3.192,115.0,0.09999999999999999,1,1.9999999999999998,1.9999999999999998,0.15,4.1499999999999995,5.630199999999999,0.0,2.4381999999999997,0.0,0.0,0.0,0.3,478.79999999999995,0.0,200.0,299.99999999999994,0.3,24.381999999999998,1003.4819999999999
W1_PV2,风电场景1,光伏场景2,0,0:00-1:00,1.3698,9.776,0.0,9.776,115.0,0.23590325021687245,1,4.718065004337449,4.718065004337449,0.3538548753253087,9.789984884000207,11.159784884000207,0.0,1.383784884000206,0.0,0.0,0.0,0.7077097506506174,1466.3999999999999,0.0,471.80650043374493,707.7097506506174,0.7077097506506174,13.837848840002062,2660.461809675015
W1_PV2,风电场景1,光伏场景2,1,1:00-2:00,1.0998,10.904,0.0,10.904,115.0,0.2362457831325301,1,4.724915662650602,4.724915662650602,0.3543686746987952,9.8042,10.904,0.0,0.0,0.0,0.0,0.0,0.7087373493975904,1635.6,0.0,472.4915662650602,708.7373493975903,0.7087373493975904,0.0,2817.537653012048
W1_PV2,风电场景1,光伏场景2,2,2:00-3:00,0.7998000000000001,15.152,0.0,15.152,115.0,0.34583614457831324,1,6.916722891566264,6.916722891566264,0.5187542168674699,14.3522,15.152,0.0,0.0,0.0,0.0,0.0,1.0375084337349398,2272.7999999999997,0.0,691.6722891566264,1037.5084337349397,1.0375084337349398,0.0,4003.018231325301
W1_PV2,风电场景1,光伏场景2,3,3:00-4:00,0.99,13.312,0.0,13.312,115.0,0.2969156626506024,1,5.938313253012048,5.938313253012048,0.44537349397590353,12.322,13.312,0.0,0.0,0.0,0.0,0.0,0.8907469879518071,1996.8,0.0,593.8313253012047,890.7469879518071,0.8907469879518072,0.0,3482.269060240964
W1_PV2,风电场景1,光伏场景2,4,4:00-5:00,1.1802,15.072,0.0,15.072,115.0,0.3347421686746988,1,6.694843373493976,6.694843373493976,0.5021132530120482,13.8918,15.072,0.0,0.0,0.0,0.0,0.0,1.0042265060240965,2260.7999999999997,0.0,669.4843373493977,1004.2265060240964,1.0042265060240965,0.0,3935.5150698795183
W1_PV2,风电场景1,光伏场景2,5,5:00-6:00,1.6302,18.724,0.0,18.724,115.0,0.4118987951807229,1,8.237975903614458,8.237975903614458,0.6178481927710844,17.0938,18.724,0.0,0.0,0.0,0.0,0.0,1.2356963855421688,2808.6,0.0,823.7975903614459,1235.6963855421689,1.235696385542169,0.0,4869.329672289156
W1_PV2,风电场景1,光伏场景2,6,6:00-7:00,2.5002,9.628,0.0,9.628,115.0,0.1717542168674699,1,3.435084337349398,3.435084337349398,0.2576313253012048,7.127800000000001,9.628,0.0,0.0,0.0,0.0,0.0,0.5152626506024096,1444.2,0.0,343.50843373493984,515.2626506024097,0.5152626506024096,0.0,2303.486346987952
W1_PV2,风电场景1,光伏场景2,7,7:00-8:00,3.3702,22.804,3.2,26.004,115.0,0.5453927710843374,1,10.907855421686747,10.907855421686747,0.818089156626506,22.6338,26.004,0.0,0.0,0.0,0.0,0.0,1.636178313253012,3420.6,384.0,1090.7855421686747,1636.178313253012,1.6361783132530123,0.0,6533.20003373494
W1_PV2,风电场景1,光伏场景2,8,8:00-9:00,4.0098,17.852,10.88,28.732,115.0,0.5957156626506024,1,11.914313253012047,11.914313253012047,0.8935734939759036,24.722199999999997,28.732,0.0,0.0,0.0,0.0,0.0,1.7871469879518072,2677.7999999999997,1305.6,1191.4313253012049,1787.146987951807,1.7871469879518072,0.0,6963.765460240964
W1_PV2,风电场景1,光伏场景2,9,9:00-10:00,4.199999999999999,14.328,17.92,32.248000000000005,115.0,0.6758554216867472,1,13.517108433734943,13.517108433734943,1.0137831325301208,28.04800000000001,32.248000000000005,0.0,0.0,0.0,0.0,0.0,2.0275662650602415,2149.2,2150.4,1351.7108433734945,2027.5662650602414,2.0275662650602415,0.0,7680.904674698797
W1_PV2,风电场景1,光伏场景2,10,10:00-11:00,4.1202,11.904,24.96,36.864,115.0,0.7890072289156627,1,15.780144578313253,15.780144578313253,1.183510843373494,32.7438,36.864,0.0,0.0,0.0,0.0,0.0,2.367021686746988,1785.6,2995.2,1578.0144578313254,2367.021686746988,2.367021686746988,0.0,8728.203166265059
W1_PV2,风电场景1,光伏场景2,11,11:00-12:00,3.9,7.736,31.36,39.096,115.0,0.8480963855421686,1,16.961927710843373,16.961927710843373,1.2721445783132528,35.196,39.096,0.0,0.0,0.0,0.0,0.0,2.5442891566265056,1160.3999999999999,3763.2,1696.1927710843374,2544.289156626506,2.5442891566265056,0.0,9166.62621686747
W1_PV2,风电场景1,光伏场景2,12,12:00-13:00,3.2598000000000003,8.556000000000001,35.84,44.396,115.0,0.9912337349397591,1,19.82467469879518,19.82467469879518,1.4868506024096386,41.1362,44.396,0.0,0.0,0.0,0.0,0.0,2.9737012048192772,1283.4000000000003,4300.8,1982.4674698795181,2973.701204819277,2.9737012048192772,0.0,10543.342375903614
W1_PV2,风电场景1,光伏场景2,13,13:00-14:00,2.6898,14.52,37.12,51.64,115.0,0.9999999999999999,1,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,44.18979999999999,7.450200000000006,0.0,6.705180000000007,0.0,0.0,2.9999999999999996,2178.0,4454.4,1999.9999999999998,2999.9999999999995,2.9999999999999996,74.50200000000007,11709.902
W1_PV2,风电场景1,光伏场景2,14,14:00-15:00,3.63,6.707999999999999,32.0,38.708,115.0,0.8509654313219353,1,17.019308626438704,17.019308626438704,1.276448146982903,35.315065399860316,38.94506539986032,0.0,0.2370653998603183,6.428363640155209,0.0,0.0,2.552896293965806,1006.1999999999998,3840.0,1701.9308626438706,2552.896293965806,2.552896293965806,2.370653998603183,9105.950706902246
W1_PV2,风电场景1,光伏场景2,15,15:00-16:00,3.8202,11.175999999999998,25.6,36.776,115.0,0.7941156626506025,1,15.88231325301205,15.88231325301205,1.1911734939759038,32.9558,36.776,0.0,0.0,6.415506912874899,0.0,0.0,2.3823469879518075,1676.3999999999996,3072.0,1588.2313253012053,2382.3469879518075,2.3823469879518075,0.0,8721.360660240964
W1_PV2,风电场景1,光伏场景2,16,16:00-17:00,3.75,10.108,19.2,29.308,115.0,0.615855421686747,1,12.31710843373494,12.31710843373494,0.9237831325301205,25.558,29.308,0.0,0.0,6.402675899049149,0.0,0.0,1.847566265060241,1516.2,2304.0,1231.710843373494,1847.566265060241,1.8475662650602411,0.0,6901.324674698794
W1_PV2,风电场景1,光伏场景2,17,17:00-18:00,3.1398,6.384,9.6,15.983999999999998,115.0,0.3094987951807228,1,6.189975903614457,6.189975903614457,0.4642481927710842,12.844199999999997,15.983999999999998,0.0,0.0,6.389870547251052,0.0,0.0,0.9284963855421684,957.5999999999999,1152.0,618.9975903614458,928.4963855421685,0.9284963855421684,0.0,3658.022472289156
W1_PV2,风电场景1,光伏场景2,18,18:00-19:00,2.61,6.428000000000001,3.2,9.628,115.0,0.16910843373493978,1,3.3821686746987956,3.3821686746987956,0.25366265060240967,7.018000000000001,9.628,0.0,0.0,6.377090806156549,0.0,0.0,0.5073253012048193,964.2,384.0,338.2168674698796,507.3253012048193,0.5073253012048193,0.0,2194.2494939759035
W1_PV2,风电场景1,光伏场景2,19,19:00-20:00,2.1198,5.736,0.0,5.736,115.0,0.1,1,2.0,2.0,0.15000000000000002,4.15,6.2698,0.0,0.5338000000000006,5.771225513433125,0.0,0.0,0.30000000000000004,860.4,0.0,200.0,300.0,0.30000000000000004,5.338000000000006,1366.038
W1_PV2,风电场景1,光伏场景2,20,20:00-21:00,1.86,3.752,0.0,3.752,115.0,0.1,1,2.0,2.0,0.15000000000000002,4.15,6.010000000000001,0.0,2.2580000000000005,3.2507941735173795,0.0,0.0,0.30000000000000004,562.8,0.0,200.0,300.0,0.30000000000000004,22.580000000000005,1085.6799999999998
W1_PV2,风电场景1,光伏场景2,21,21:00-22:00,1.6302,3.692,0.0,3.692,115.0,0.10000000000000009,1,2.0000000000000018,2.0000000000000018,0.15000000000000013,4.150000000000004,5.780200000000004,0.0,2.0882000000000036,0.9240703629481186,0.0,0.0,0.30000000000000027,553.8,0.0,200.0000000000002,300.0000000000003,0.30000000000000027,20.882000000000033,1074.9820000000004
W1_PV2,风电场景1,光伏场景2,22,22:00-23:00,1.56,4.88,0.0,4.88,115.0,0.09999999999999999,1,1.9999999999999998,1.9999999999999998,0.15,4.1499999999999995,5.709999999999999,0.0,0.8300000000000001,0.0,0.0,0.0,0.3,732.0,0.0,200.0,299.99999999999994,0.3,8.3,1240.6
W1_PV2,风电场景1,光伏场景2,23,23:00-24:00,1.4802,3.192,0.0,3.192,115.0,0.0,0,0.0,0.0,0.0,0.0,1.4802,1.7118000000000015,0.0,1.5406200000002321,0.0,0.0,0.0,478.79999999999995,0.0,0.0,0.0,0.0,17.118000000000016,495.91799999999995
W1_PV3,风电场景1,光伏场景3,0,0:00-1:00,1.3698,9.776,0.0,9.776,115.0,0.20255903614457832,1,4.051180722891567,4.051180722891567,0.30383855421686745,8.4062,9.776,0.0,0.0,1.5375387600000006,0.0,0.0,0.6076771084337349,1466.3999999999999,0.0,405.1180722891567,607.677108433735,0.6076771084337349,0.0,2479.802857831325
W1_PV3,风电场景1,光伏场景3,1,1:00-2:00,1.0998,10.904,0.0,10.904,115.0,0.2362457831325301,1,4.724915662650602,4.724915662650602,0.3543686746987952,9.8042,10.904,0.0,0.0,1.5344636824800006,0.0,0.0,0.7087373493975904,1635.6,0.0,472.4915662650602,708.7373493975903,0.7087373493975904,0.0,2817.537653012048
W1_PV3,风电场景1,光伏场景3,2,2:00-3:00,0.7998000000000001,15.152,0.0,15.152,115.0,0.34583614457831324,1,6.916722891566264,6.916722891566264,0.5187542168674699,14.3522,15.152,0.0,0.0,1.5313947551150406,0.0,0.0,1.0375084337349398,2272.7999999999997,0.0,691.6722891566264,1037.5084337349397,1.0375084337349398,0.0,4003.018231325301
W1_PV3,风电场景1,光伏场景3,3,3:00-4:00,0.99,13.312,0.0,13.312,115.0,0.2969156626506024,1,5.938313253012048,5.938313253012048,0.44537349397590353,12.322,13.312,0.0,0.0,1.5283319656048107,0.0,0.0,0.8907469879518071,1996.8,0.0,593.8313253012047,890.7469879518071,0.8907469879518072,0.0,3482.269060240964
W1_PV3,风电场景1,光伏场景3,4,4:00-5:00,1.1802,15.072,0.0,15.072,115.0,0.3347421686746988,1,6.694843373493976,6.694843373493976,0.5021132530120482,13.8918,15.072,0.0,0.0,1.5252753016736011,0.0,0.0,1.0042265060240965,2260.7999999999997,0.0,669.4843373493977,1004.2265060240964,1.0042265060240965,0.0,3935.5150698795183
W1_PV3,风电场景1,光伏场景3,5,5:00-6:00,1.6302,18.724,0.0,18.724,115.0,0.4118987951807229,1,8.237975903614458,8.237975903614458,0.6178481927710844,17.0938,18.724,0.0,0.0,1.522224751070254,0.0,0.0,1.2356963855421688,2808.6,0.0,823.7975903614459,1235.6963855421689,1.235696385542169,0.0,4869.329672289156
W1_PV3,风电场景1,光伏场景3,6,6:00-7:00,2.5002,9.628,0.0,9.628,115.0,0.1717542168674699,1,3.435084337349398,3.435084337349398,0.2576313253012048,7.127800000000001,9.628,0.0,0.0,1.5191803015681133,0.0,0.0,0.5152626506024096,1444.2,0.0,343.50843373493984,515.2626506024097,0.5152626506024096,0.0,2303.486346987952
W1_PV3,风电场景1,光伏场景3,7,7:00-8:00,3.3702,22.804,1.28,24.084000000000003,115.0,0.49912771084337354,1,9.98255421686747,9.98255421686747,0.7486915662650603,20.713800000000003,24.084000000000003,0.0,0.0,1.516141940964977,0.0,0.0,1.4973831325301206,3420.6,153.6,998.255421686747,1497.3831325301203,1.4973831325301206,0.0,6071.335937349398
W1_PV3,风电场景1,光伏场景3,8,8:00-9:00,4.0098,17.852,3.2,21.052,115.0,0.410655421686747,1,8.21310843373494,8.21310843373494,0.6159831325301205,17.0422,21.052,0.0,0.0,1.5131096570830471,0.0,0.0,1.231966265060241,2677.7999999999997,384.0,821.3108433734941,1231.966265060241,1.2319662650602412,0.0,5116.3090746987955
W1_PV3,风电场景1,光伏场景3,9,9:00-10:00,4.199999999999999,14.328,5.12,19.448,115.0,0.367421686746988,1,7.34843373493976,7.34843373493976,0.551132530120482,15.248000000000001,19.448,0.0,0.0,1.510083437768881,0.0,0.0,1.102265060240964,2149.2,614.4,734.8433734939761,1102.265060240964,1.102265060240964,0.0,4601.8106987951805
W1_PV3,风电场景1,光伏场景3,10,10:00-11:00,4.1202,11.904,7.68,19.584,115.0,0.3726216867469879,1,7.452433734939758,7.452433734939758,0.5589325301204819,15.463799999999999,19.584,0.0,0.0,1.5070632708933431,0.0,0.0,1.1178650602409639,1785.6,921.5999999999999,745.2433734939759,1117.8650602409637,1.1178650602409639,0.0,4571.42629879518
W1_PV3,风电场景1,光伏场景3,11,11:00-12:00,3.9,7.736,11.52,19.256,115.0,0.3700240963855422,1,7.400481927710843,7.400481927710843,0.5550361445783133,15.356,19.256,0.0,0.0,1.5040491443515565,0.0,0.0,1.1100722891566266,1160.3999999999999,1382.3999999999999,740.0481927710844,1110.0722891566265,1.1100722891566266,0.0,4394.030554216868
W1_PV3,风电场景1,光伏场景3,12,12:00-13:00,3.2598000000000003,8.556000000000001,14.08,22.636000000000003,115.0,0.4668963855421688,1,9.337927710843376,9.337927710843376,0.7003445783132531,19.376200000000004,22.636000000000003,0.0,0.0,1.5010410460628534,0.0,0.0,1.4006891566265063,1283.4000000000003,1689.6,933.7927710843377,1400.6891566265065,1.4006891566265063,0.0,5308.882616867471
W1_PV3,风电场景1,光伏场景3,13,13:00-14:00,2.6898,14.52,14.08,28.6,115.0,0.6243421686746988,1,12.486843373493976,12.486843373493976,0.9365132530120482,25.9102,28.6,0.0,0.0,1.4980389639707279,0.0,0.0,1.8730265060240965,2178.0,1689.6,1248.6843373493975,1873.0265060240963,1.8730265060240965,0.0,6991.183869879518
W1_PV3,风电场景1,光伏场景3,14,14:00-15:00,3.63,6.707999999999999,11.52,18.228,115.0,0.3517590361445784,1,7.0351807228915675,7.0351807228915675,0.5276385542168676,14.598000000000003,18.228,0.0,0.0,1.4950428860427865,0.0,0.0,1.0552771084337351,1006.1999999999998,1382.3999999999999,703.5180722891569,1055.277108433735,1.0552771084337351,0.0,4148.450457831325
W1_PV3,风电场景1,光伏场景3,15,15:00-16:00,3.8202,11.175999999999998,7.04,18.216,115.0,0.34688674698795186,1,6.9377349397590375,6.9377349397590375,0.5203301204819277,14.395800000000001,18.216,0.0,0.0,1.492052800270701,0.0,0.0,1.0406602409638555,1676.3999999999996,844.8,693.7734939759039,1040.6602409638556,1.0406602409638555,0.0,4256.674395180723
W1_PV3,风电场景1,光伏场景3,16,16:00-17:00,3.75,10.108,5.12,15.227999999999998,115.0,0.276578313253012,1,5.53156626506024,5.53156626506024,0.41486746987951806,11.477999999999998,15.227999999999998,0.0,0.0,1.4890686946701597,0.0,0.0,0.8297349397590361,1516.2,614.4,553.156626506024,829.7349397590359,0.8297349397590361,0.0,3514.321301204819
W1_PV3,风电场景1,光伏场景3,17,17:00-18:00,3.1398,6.384,3.2,9.584,115.0,0.15528192771084337,1,3.1056385542168674,3.1056385542168674,0.23292289156626506,6.4441999999999995,9.584,0.0,0.0,1.4860905572808192,0.0,0.0,0.4658457831325301,957.5999999999999,384.0,310.56385542168675,465.8457831325301,0.46584578313253017,0.0,2118.475484337349
W1_PV3,风电场景1,光伏场景3,18,18:00-19:00,2.61,6.428000000000001,1.28,7.708000000000001,115.0,0.10502848433286757,1,2.1005696866573516,2.1005696866573516,0.15754272649930134,4.358682099814004,6.9686820998140035,0.7393179001859966,0.0,2.1485044863336547,0.0,0.0,0.3150854529986027,964.2,153.6,210.05696866573518,315.08545299860276,0.3150854529986027,7.393179001859967,1650.6506861191965
W1_PV3,风电场景1,光伏场景3,19,19:00-20:00,2.1198,5.736,0.0,5.736,115.0,0.1,1,2.0,2.0,0.15000000000000002,4.15,6.2698,0.0,0.5338000000000006,1.5510963662498756,0.0,0.0,0.30000000000000004,860.4,0.0,200.0,300.0,0.30000000000000004,5.338000000000006,1366.038
W1_PV3,风电场景1,光伏场景3,20,20:00-21:00,1.86,3.752,0.0,3.752,115.0,0.0,0,0.0,0.0,0.0,0.0,1.86,1.8919999999999997,0.0,3.2507941735173755,0.0,0.0,0.0,562.8,0.0,0.0,0.0,0.0,18.919999999999998,581.7199999999999
W1_PV3,风电场景1,光伏场景3,21,21:00-22:00,1.6302,3.692,0.0,3.692,115.0,0.09999999999999999,1,1.9999999999999998,1.9999999999999998,0.15,4.1499999999999995,5.7802,0.0,2.0882,0.9240703629481187,0.0,0.0,0.3,553.8,0.0,200.0,299.99999999999994,0.3,20.882,1074.982
W1_PV3,风电场景1,光伏场景3,22,22:00-23:00,1.56,4.88,0.0,4.88,115.0,0.1,1,2.0,2.0,0.15000000000000002,4.15,5.710000000000001,0.0,0.8300000000000002,0.0,0.0,0.0,0.30000000000000004,732.0,0.0,200.0,300.0,0.30000000000000004,8.300000000000002,1240.6
W1_PV3,风电场景1,光伏场景3,23,23:00-24:00,1.4802,3.192,0.0,3.192,115.0,0.0,0,0.0,0.0,0.0,0.0,1.4802,1.7118000000000002,0.0,1.5406200000000005,0.0,0.0,0.0,478.79999999999995,0.0,0.0,0.0,0.0,17.118000000000002,495.91799999999995
W1_PV4,风电场景1,光伏场景4,0,0:00-1:00,1.3698,9.776,0.0,9.776,115.0,0.20255903614457832,1,4.051180722891567,4.051180722891567,0.30383855421686745,8.4062,9.776,0.0,0.0,2.0398184675277906,0.0,0.0,0.6076771084337349,1466.3999999999999,0.0,405.1180722891567,607.677108433735,0.6076771084337349,0.0,2479.802857831325
W1_PV4,风电场景1,光伏场景4,1,1:00-2:00,1.0998,10.904,0.0,10.904,115.0,0.2362457831325301,1,4.724915662650602,4.724915662650602,0.3543686746987952,9.8042,10.904,0.0,0.0,2.035738830592735,0.0,0.0,0.7087373493975904,1635.6,0.0,472.4915662650602,708.7373493975903,0.7087373493975904,0.0,2817.537653012048
W1_PV4,风电场景1,光伏场景4,2,2:00-3:00,0.7998000000000001,15.152,0.0,15.152,115.0,0.34583614457831324,1,6.916722891566264,6.916722891566264,0.5187542168674699,14.3522,15.152,0.0,0.0,2.0316673529315494,0.0,0.0,1.0375084337349398,2272.7999999999997,0.0,691.6722891566264,1037.5084337349397,1.0375084337349398,0.0,4003.018231325301
W1_PV4,风电场景1,光伏场景4,3,3:00-4:00,0.99,13.312,0.0,13.312,115.0,0.2969156626506024,1,5.938313253012048,5.938313253012048,0.44537349397590353,12.322,13.312,0.0,0.0,2.0276040182256865,0.0,0.0,0.8907469879518071,1996.8,0.0,593.8313253012047,890.7469879518071,0.8907469879518072,0.0,3482.269060240964
W1_PV4,风电场景1,光伏场景4,4,4:00-5:00,1.1802,15.072,0.0,15.072,115.0,0.3347421686746988,1,6.694843373493976,6.694843373493976,0.5021132530120482,13.8918,15.072,0.0,0.0,2.023548810189235,0.0,0.0,1.0042265060240965,2260.7999999999997,0.0,669.4843373493977,1004.2265060240964,1.0042265060240965,0.0,3935.5150698795183
