scenario_id,wind_scenario,pv_scenario,hour,time,base_load_mw,wind_power_mw,pv_power_mw,renewable_power_mw,production_ton,power_ratio,on_status,grid_mode_purchase,alk_power_mw,pem_power_mw,ammonia_power_mw,hydrogen_ammonia_load_mw,total_load_mw,grid_purchase_mw,grid_export_mw,renewable_self_used_mw,hourly_ammonia_output_ton,tou_price_yuan_per_kwh,grid_purchase_cost_yuan,wind_generation_cost_yuan,pv_generation_cost_yuan,alk_om_cost_yuan,pem_om_cost_yuan,ammonia_om_cost_yuan,grid_export_revenue_yuan,hourly_net_cost_yuan
W1_PV1,风电场景1,光伏场景1,10,10:00-11:00,4.1202,11.904,52.48,64.384,48.3213642697669,0.0,0,0,0.0,0.0,0.0,0.0,4.1202,0.0,60.2638,4.120199999999997,0.0,0.8024,0.0,1785.6,6297.599999999999,0.0,0.0,0.0,22773.690020000002,-14690.490020000003
W1_PV1,风电场景1,光伏场景1,11,11:00-12:00,3.9,7.736,55.04,62.776,48.3213642697669,1.0,1,0,20.0,20.0,1.5,41.5,45.4,0.0,17.376000000000005,45.4,3.0,0.8024,0.0,1160.3999999999999,6604.8,2000.0,3000.0,3.0,6566.390400000002,6201.809599999999
W1_PV1,风电场景1,光伏场景1,12,12:00-13:00,3.2598000000000003,8.556000000000001,56.32,64.876,48.3213642697669,1.0,1,0,20.0,20.0,1.5,41.5,44.7598,0.0,20.116200000000006,44.7598,3.0,0.8024,0.0,1283.4000000000003,6758.4,2000.0,3000.0,3.0,7601.9119800000035,5442.888019999996
W1_PV1,风电场景1,光伏场景1,13,13:00-14:00,2.6898,14.52,56.32,70.84,48.3213642697669,1.0,1,0,20.0,20.0,1.5,41.5,44.1898,0.0,26.650199999999998,44.189800000000005,3.0,0.8024,0.0,2178.0,6758.4,2000.0,3000.0,3.0,10071.110579999999,3868.289420000001
W1_PV1,风电场景1,光伏场景1,14,14:00-15:00,3.63,6.707999999999999,52.48,59.188,48.3213642697669,1.0,1,0,20.0,20.0,1.5,41.5,45.13,0.0,14.058,45.13,3.0,0.8024,0.0,1006.1999999999998,6297.599999999999,2000.0,3000.0,3.0,5312.5182,6994.281799999999
W1_PV1,风电场景1,光伏场景1,15,15:00-16:00,3.8202,11.175999999999998,44.8,55.976,48.3213642697669,0.0,0,0,0.0,0.0,0.0,0.0,3.8202,0.0,52.15579999999999,3.820200000000007,0.0,0.6074,0.0,1676.3999999999996,5376.0,0.0,0.0,0.0,19709.67682,-12657.276820000001
W1_PV1,风电场景1,光伏场景1,16,16:00-17:00,3.75,10.108,33.28,43.388,48.3213642697669,0.9551325301204819,1,0,19.10265060240964,19.10265060240964,1.4326987951807229,39.638,43.388,0.0,0.0,43.388,2.8653975903614457,0.6074,0.0,1516.2,3993.6,1910.265060240964,2865.3975903614455,2.8653975903614457,0.0,10288.328048192772
W1_PV1,风电场景1,光伏场景1,17,17:00-18:00,3.1398,6.384,24.32,30.704,48.3213642697669,0.6641975903614458,1,0,13.283951807228915,13.283951807228915,0.9962963855421687,27.5642,30.704,0.0,0.0,30.704,1.9925927710843374,0.6074,0.0,957.5999999999999,2918.4,1328.3951807228916,1992.5927710843373,1.9925927710843374,0.0,7198.980544578313
W1_PV1,风电场景1,光伏场景1,18,18:00-19:00,2.61,6.428000000000001,11.52,17.948,48.3213642697669,0.0,0,0,0.0,0.0,0.0,0.0,2.61,0.0,15.337999999999994,2.6100000000000065,0.0,0.8024,0.0,964.2,1382.3999999999999,0.0,0.0,0.0,5796.230199999998,-3449.6301999999982
W1_PV1,风电场景1,光伏场景1,19,19:00-20:00,2.1198,5.736,0.0,5.736,48.3213642697669,0.0,0,0,0.0,0.0,0.0,0.0,2.1198,0.0,3.616199999999995,2.1198000000000046,0.0,0.8024,0.0,860.4,0.0,0.0,0.0,0.0,1366.5619799999984,-506.1619799999984
W1_PV1,风电场景1,光伏场景1,20,20:00-21:00,1.86,3.752,0.0,3.752,48.3213642697669,0.0,0,0,0.0,0.0,0.0,0.0,1.86,0.0,1.8919999999999957,1.860000000000004,0.0,0.8024,0.0,562.8,0.0,0.0,0.0,0.0,714.9867999999984,-152.18679999999847
W1_PV1,风电场景1,光伏场景1,21,21:00-22:00,1.6302,3.692,0.0,3.692,48.3213642697669,0.0,0,0,0.0,0.0,0.0,0.0,1.6302,0.0,2.061799999999996,1.6302000000000043,0.0,0.6074,0.0,553.8,0.0,0.0,0.0,0.0,779.1542199999984,-225.35421999999846
W1_PV1,风电场景1,光伏场景1,22,22:00-23:00,1.56,4.88,0.0,4.88,48.3213642697669,0.0,0,0,0.0,0.0,0.0,0.0,1.56,0.0,3.319999999999996,1.560000000000004,0.0,0.6074,0.0,732.0,0.0,0.0,0.0,0.0,1254.6279999999986,-522.6279999999986
W1_PV1,风电场景1,光伏场景1,23,23:00-24:00,1.4802,3.192,0.0,3.192,48.3213642697669,0.9999999999999999,1,1,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,42.980199999999996,39.788199999999996,0.0,3.192,2.9999999999999996,0.3424,13623.479679999999,478.79999999999995,0.0,1999.9999999999998,2999.9999999999995,2.9999999999999996,0.0,19105.279679999996
W1_PV2,风电场景1,光伏场景2,0,0:00-1:00,1.3698,9.776,0.0,9.776,31.854422912086303,0.9999999999999997,1,1,19.999999999999993,19.999999999999993,1.4999999999999996,41.499999999999986,42.869799999999984,33.09379999999999,0.0,9.776,2.999999999999999,0.3424,11331.317119999996,1466.3999999999999,0.0,1999.9999999999993,2999.9999999999986,2.999999999999999,0.0,17800.717119999994
W1_PV2,风电场景1,光伏场景2,1,1:00-2:00,1.0998,10.904,0.0,10.904,31.854422912086303,0.9999999999999998,1,1,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,42.599799999999995,31.69579999999999,0.0,10.904,2.999999999999999,0.3424,10852.641919999996,1635.6,0.0,1999.9999999999998,2999.9999999999995,2.999999999999999,0.0,17491.241919999997
W1_PV2,风电场景1,光伏场景2,2,2:00-3:00,0.7998000000000001,15.152,0.0,15.152,31.854422912086303,0.9999999999999998,1,1,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,42.29979999999999,27.14779999999999,0.0,15.152,2.999999999999999,0.3424,9295.406719999995,2272.7999999999997,0.0,1999.9999999999998,2999.9999999999995,2.999999999999999,0.0,16571.206719999995
W1_PV2,风电场景1,光伏场景2,3,3:00-4:00,0.99,13.312,0.0,13.312,31.854422912086303,0.9999999999999998,1,1,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,42.489999999999995,29.177999999999994,0.0,13.312,2.999999999999999,0.3424,9990.547199999997,1996.8,0.0,1999.9999999999998,2999.9999999999995,2.999999999999999,0.0,16990.347199999997
W1_PV2,风电场景1,光伏场景2,4,4:00-5:00,1.1802,15.072,0.0,15.072,31.854422912086303,0.9999999999999998,1,1,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,42.68019999999999,27.608199999999993,0.0,15.072,2.999999999999999,0.3424,9453.047679999998,2260.7999999999997,0.0,1999.9999999999998,2999.9999999999995,2.999999999999999,0.0,16716.847679999995
W1_PV2,风电场景1,光伏场景2,5,5:00-6:00,1.6302,18.724,0.0,18.724,31.854422912086303,0.9999999999999997,1,1,19.999999999999993,19.999999999999993,1.4999999999999996,41.499999999999986,43.13019999999999,24.406199999999984,0.0,18.724,2.999999999999999,0.3424,8356.682879999993,2808.6,0.0,1999.9999999999993,2999.9999999999986,2.999999999999999,0.0,16168.282879999992
W1_PV2,风电场景1,光伏场景2,6,6:00-7:00,2.5002,9.628,0.0,9.628,31.854422912086303,0.9999999999999998,1,1,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,44.00019999999999,34.37219999999999,0.0,9.628,2.999999999999999,0.3424,11769.041279999996,1444.2,0.0,1999.9999999999998,2999.9999999999995,2.999999999999999,0.0,18216.241279999995
W1_PV2,风电场景1,光伏场景2,7,7:00-8:00,3.3702,22.804,3.2,26.004,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,3.3702,0.0,22.633799999999997,3.370200000000004,0.0,0.6074,0.0,3420.6,384.0,0.0,0.0,0.0,8553.313019999998,-4748.713019999997
W1_PV2,风电场景1,光伏场景2,8,8:00-9:00,4.0098,17.852,10.88,28.732,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,4.0098,0.0,24.722199999999987,4.009800000000013,0.0,0.6074,0.0,2677.7999999999997,1305.6,0.0,0.0,0.0,9342.519379999994,-5359.119379999995
W1_PV2,风电场景1,光伏场景2,9,9:00-10:00,4.199999999999999,14.328,17.92,32.248000000000005,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,4.199999999999999,0.0,28.048000000000002,4.200000000000003,0.0,0.6074,0.0,2149.2,2150.4,0.0,0.0,0.0,10599.3392,-6299.7392
W1_PV2,风电场景1,光伏场景2,10,10:00-11:00,4.1202,11.904,24.96,36.864,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,4.1202,0.0,32.74379999999999,4.120200000000004,0.0,0.8024,0.0,1785.6,2995.2,0.0,0.0,0.0,12373.882019999997,-7593.082019999998
W1_PV2,风电场景1,光伏场景2,11,11:00-12:00,3.9,7.736,31.36,39.096,31.854422912086303,0.8240253080448321,1,0,16.480506160896642,16.480506160896642,1.2360379620672481,34.197050283860534,38.09705028386053,0.0,0.998949716139467,38.09705028386053,2.4720759241344963,0.8024,0.0,1160.3999999999999,3763.2,1648.0506160896643,2472.0759241344963,2.4720759241344963,377.5030977291046,8668.69551841919
W1_PV2,风电场景1,光伏场景2,12,12:00-13:00,3.2598000000000003,8.556000000000001,35.84,44.396,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,3.2598000000000003,0.0,41.1362,3.2597999999999985,0.0,0.8024,0.0,1283.4000000000003,4300.8,0.0,0.0,0.0,15545.369980000001,-9961.16998
W1_PV2,风电场景1,光伏场景2,13,13:00-14:00,2.6898,14.52,37.12,51.64,31.854422912086303,0.9999999999999999,1,0,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,44.18979999999999,0.0,7.450200000000006,44.18979999999999,2.9999999999999996,0.8024,0.0,2178.0,4454.4,1999.9999999999998,2999.9999999999995,2.9999999999999996,2815.4305800000025,8819.969419999998
W1_PV2,风电场景1,光伏场景2,14,14:00-15:00,3.63,6.707999999999999,32.0,38.708,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,3.63,0.0,35.077999999999975,3.630000000000024,0.0,0.8024,0.0,1006.1999999999998,3840.0,0.0,0.0,0.0,13255.97619999999,-8409.77619999999
W1_PV2,风电场景1,光伏场景2,15,15:00-16:00,3.8202,11.175999999999998,25.6,36.776,31.854422912086303,0.7941156626506025,1,0,15.88231325301205,15.88231325301205,1.1911734939759038,32.9558,36.776,0.0,0.0,36.776,2.3823469879518075,0.6074,0.0,1676.3999999999996,3072.0,1588.2313253012053,2382.3469879518075,2.3823469879518075,0.0,8721.360660240964
W1_PV2,风电场景1,光伏场景2,16,16:00-17:00,3.75,10.108,19.2,29.308,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,3.75,0.0,25.557999999999993,3.750000000000007,0.0,0.6074,0.0,1516.2,2304.0,0.0,0.0,0.0,9658.368199999997,-5838.168199999997
W1_PV2,风电场景1,光伏场景2,17,17:00-18:00,3.1398,6.384,9.6,15.983999999999998,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,3.1398,0.0,12.844199999999992,3.1398000000000064,0.0,0.6074,0.0,957.5999999999999,1152.0,0.0,0.0,0.0,4853.823179999997,-2744.223179999997
W1_PV2,风电场景1,光伏场景2,18,18:00-19:00,2.61,6.428000000000001,3.2,9.628,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,2.61,0.0,7.017999999999996,2.610000000000004,0.0,0.8024,0.0,964.2,384.0,0.0,0.0,0.0,2652.102199999999,-1303.9021999999989
W1_PV2,风电场景1,光伏场景2,19,19:00-20:00,2.1198,5.736,0.0,5.736,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,2.1198,0.0,3.616199999999995,2.1198000000000046,0.0,0.8024,0.0,860.4,0.0,0.0,0.0,0.0,1366.5619799999984,-506.1619799999984
W1_PV2,风电场景1,光伏场景2,20,20:00-21:00,1.86,3.752,0.0,3.752,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,1.86,0.0,1.8919999999999957,1.860000000000004,0.0,0.8024,0.0,562.8,0.0,0.0,0.0,0.0,714.9867999999984,-152.18679999999847
W1_PV2,风电场景1,光伏场景2,21,21:00-22:00,1.6302,3.692,0.0,3.692,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,1.6302,0.0,2.061799999999996,1.6302000000000043,0.0,0.6074,0.0,553.8,0.0,0.0,0.0,0.0,779.1542199999984,-225.35421999999846
W1_PV2,风电场景1,光伏场景2,22,22:00-23:00,1.56,4.88,0.0,4.88,31.854422912086303,0.0,0,0,0.0,0.0,0.0,0.0,1.56,0.0,3.319999999999996,1.560000000000004,0.0,0.6074,0.0,732.0,0.0,0.0,0.0,0.0,1254.6279999999986,-522.6279999999986
W1_PV2,风电场景1,光伏场景2,23,23:00-24:00,1.4802,3.192,0.0,3.192,31.854422912086303,0.9999999999999999,1,1,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,42.980199999999996,39.788199999999996,0.0,3.192,2.9999999999999996,0.3424,13623.479679999999,478.79999999999995,0.0,1999.9999999999998,2999.9999999999995,2.9999999999999996,0.0,19105.279679999996
W1_PV3,风电场景1,光伏场景3,0,0:00-1:00,1.3698,9.776,0.0,9.776,19.93972641685403,0.6465754722846753,1,1,12.931509445693505,12.931509445693505,0.9698632084270129,26.832882099814025,28.202682099814027,18.426682099814023,0.0,9.776,1.9397264168540258,0.3424,6309.295950976321,1466.3999999999999,0.0,1293.1509445693507,1939.7264168540257,1.9397264168540258,0.0,11010.513038816553
W1_PV3,风电场景1,光伏场景3,1,1:00-2:00,1.0998,10.904,0.0,10.904,19.93972641685403,0.9999999999999998,1,1,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,42.599799999999995,31.69579999999999,0.0,10.904,2.999999999999999,0.3424,10852.641919999996,1635.6,0.0,1999.9999999999998,2999.9999999999995,2.999999999999999,0.0,17491.241919999997
W1_PV3,风电场景1,光伏场景3,2,2:00-3:00,0.7998000000000001,15.152,0.0,15.152,19.93972641685403,0.9999999999999998,1,1,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,42.29979999999999,27.14779999999999,0.0,15.152,2.999999999999999,0.3424,9295.406719999995,2272.7999999999997,0.0,1999.9999999999998,2999.9999999999995,2.999999999999999,0.0,16571.206719999995
W1_PV3,风电场景1,光伏场景3,3,3:00-4:00,0.99,13.312,0.0,13.312,19.93972641685403,1.0,1,1,20.0,20.0,1.5,41.5,42.49,29.178000000000054,0.0,13.312,3.0,0.3424,9990.547200000017,1996.8,0.0,2000.0,3000.0,3.0,0.0,16990.34720000002
W1_PV3,风电场景1,光伏场景3,4,4:00-5:00,1.1802,15.072,0.0,15.072,19.93972641685403,1.0,1,1,20.0,20.0,1.5,41.5,42.6802,27.608200000000092,0.0,15.072,3.0,0.3424,9453.04768000003,2260.7999999999997,0.0,2000.0,3000.0,3.0,0.0,16716.847680000028
W1_PV3,风电场景1,光伏场景3,5,5:00-6:00,1.6302,18.724,0.0,18.724,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,1.6302,0.0,17.093800000000105,1.6301999999998955,0.0,0.3424,0.0,2808.6,0.0,0.0,0.0,0.0,6459.74702000004,-3651.14702000004
W1_PV3,风电场景1,光伏场景3,6,6:00-7:00,2.5002,9.628,0.0,9.628,19.93972641685403,0.9999999999999998,1,1,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,44.00019999999999,34.37219999999999,0.0,9.628,2.999999999999999,0.3424,11769.041279999996,1444.2,0.0,1999.9999999999998,2999.9999999999995,2.999999999999999,0.0,18216.241279999995
W1_PV3,风电场景1,光伏场景3,7,7:00-8:00,3.3702,22.804,1.28,24.084000000000003,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,3.3702,0.0,20.713799999999992,3.370200000000011,0.0,0.6074,0.0,3420.6,153.6,0.0,0.0,0.0,7827.745019999998,-4253.545019999998
W1_PV3,风电场景1,光伏场景3,8,8:00-9:00,4.0098,17.852,3.2,21.052,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,4.0098,0.0,17.042199999999998,4.009800000000002,0.0,0.6074,0.0,2677.7999999999997,384.0,0.0,0.0,0.0,6440.247379999999,-3378.447379999999
W1_PV3,风电场景1,光伏场景3,9,9:00-10:00,4.199999999999999,14.328,5.12,19.448,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,4.199999999999999,0.0,15.24799999999999,4.20000000000001,0.0,0.6074,0.0,2149.2,614.4,0.0,0.0,0.0,5762.219199999997,-2998.619199999997
W1_PV3,风电场景1,光伏场景3,10,10:00-11:00,4.1202,11.904,7.68,19.584,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,4.1202,0.0,15.463799999999992,4.120200000000008,0.0,0.8024,0.0,1785.6,921.5999999999999,0.0,0.0,0.0,5843.770019999997,-3136.5700199999974
W1_PV3,风电场景1,光伏场景3,11,11:00-12:00,3.9,7.736,11.52,19.256,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,3.9,0.0,15.355999999999995,3.9000000000000057,0.0,0.8024,0.0,1160.3999999999999,1382.3999999999999,0.0,0.0,0.0,5803.032399999998,-3260.2323999999985
W1_PV3,风电场景1,光伏场景3,12,12:00-13:00,3.2598000000000003,8.556000000000001,14.08,22.636000000000003,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,3.2598000000000003,0.0,19.3762,3.259800000000002,0.0,0.8024,0.0,1283.4000000000003,1689.6,0.0,0.0,0.0,7322.26598,-4349.26598
W1_PV3,风电场景1,光伏场景3,13,13:00-14:00,2.6898,14.52,14.08,28.6,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,2.6898,0.0,25.9102,2.6898000000000017,0.0,0.8024,0.0,2178.0,1689.6,0.0,0.0,0.0,9791.46458,-5923.8645799999995
W1_PV3,风电场景1,光伏场景3,14,14:00-15:00,3.63,6.707999999999999,11.52,18.228,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,3.63,0.0,14.597999999999985,3.6300000000000168,0.0,0.8024,0.0,1006.1999999999998,1382.3999999999999,0.0,0.0,0.0,5516.584199999995,-3127.9841999999953
W1_PV3,风电场景1,光伏场景3,15,15:00-16:00,3.8202,11.175999999999998,7.04,18.216,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,3.8202,0.0,14.395799999999998,3.8202000000000034,0.0,0.6074,0.0,1676.3999999999996,844.8,0.0,0.0,0.0,5440.172819999999,-2918.972819999999
W1_PV3,风电场景1,光伏场景3,16,16:00-17:00,3.75,10.108,5.12,15.227999999999998,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,3.75,0.0,11.477999999999994,3.7500000000000036,0.0,0.6074,0.0,1516.2,614.4,0.0,0.0,0.0,4337.536199999998,-2206.936199999998
W1_PV3,风电场景1,光伏场景3,17,17:00-18:00,3.1398,6.384,3.2,9.584,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,3.1398,0.0,6.444199999999995,3.1398000000000046,0.0,0.6074,0.0,957.5999999999999,384.0,0.0,0.0,0.0,2435.263179999998,-1093.6631799999982
W1_PV3,风电场景1,光伏场景3,18,18:00-19:00,2.61,6.428000000000001,1.28,7.708000000000001,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,2.61,0.0,5.097999999999985,2.6100000000000163,0.0,0.8024,0.0,964.2,153.6,0.0,0.0,0.0,1926.5341999999941,-808.7341999999942
W1_PV3,风电场景1,光伏场景3,19,19:00-20:00,2.1198,5.736,0.0,5.736,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,2.1198,0.0,3.616199999999995,2.1198000000000046,0.0,0.8024,0.0,860.4,0.0,0.0,0.0,0.0,1366.5619799999984,-506.1619799999984
W1_PV3,风电场景1,光伏场景3,20,20:00-21:00,1.86,3.752,0.0,3.752,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,1.86,0.0,1.8919999999999957,1.860000000000004,0.0,0.8024,0.0,562.8,0.0,0.0,0.0,0.0,714.9867999999984,-152.18679999999847
W1_PV3,风电场景1,光伏场景3,21,21:00-22:00,1.6302,3.692,0.0,3.692,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,1.6302,0.0,2.061799999999996,1.6302000000000043,0.0,0.6074,0.0,553.8,0.0,0.0,0.0,0.0,779.1542199999984,-225.35421999999846
W1_PV3,风电场景1,光伏场景3,22,22:00-23:00,1.56,4.88,0.0,4.88,19.93972641685403,0.0,0,0,0.0,0.0,0.0,0.0,1.56,0.0,3.319999999999996,1.560000000000004,0.0,0.6074,0.0,732.0,0.0,0.0,0.0,0.0,1254.6279999999986,-522.6279999999986
W1_PV3,风电场景1,光伏场景3,23,23:00-24:00,1.4802,3.192,0.0,3.192,19.93972641685403,0.9999999999999999,1,1,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,42.980199999999996,39.788199999999996,0.0,3.192,2.9999999999999996,0.3424,13623.479679999999,478.79999999999995,0.0,1999.9999999999998,2999.9999999999995,2.9999999999999996,0.0,19105.279679999996
W1_PV4,风电场景1,光伏场景4,0,0:00-1:00,1.3698,9.776,0.0,9.776,15.247897485631457,0.9826324965680343,1,1,19.652649931360685,19.652649931360685,1.4739487448520514,40.77924860757342,42.14904860757342,32.37304860757342,0.0,9.776,2.947897489704103,0.3424,11084.531843233139,1466.3999999999999,0.0,1965.2649931360684,2947.8974897041026,2.9478974897041033,0.0,17467.042223563014
W1_PV4,风电场景1,光伏场景4,1,1:00-2:00,1.0998,10.904,0.0,10.904,15.247897485631457,0.9999999999999998,1,1,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,42.599799999999995,31.69579999999999,0.0,10.904,2.999999999999999,0.3424,10852.641919999996,1635.6,0.0,1999.9999999999998,2999.9999999999995,2.999999999999999,0.0,17491.241919999997
W1_PV4,风电场景1,光伏场景4,2,2:00-3:00,0.7998000000000001,15.152,0.0,15.152,15.247897485631457,0.0,0,0,0.0,0.0,0.0,0.0,0.7998000000000001,0.0,14.352199999999982,0.7998000000000172,0.0,0.3424,0.0,2272.7999999999997,0.0,0.0,0.0,0.0,5423.696379999994,-3150.896379999994
W1_PV4,风电场景1,光伏场景4,3,3:00-4:00,0.99,13.312,0.0,13.312,15.247897485631457,0.9999999999999998,1,1,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,42.489999999999995,29.177999999999994,0.0,13.312,2.999999999999999,0.3424,9990.547199999997,1996.8,0.0,1999.9999999999998,2999.9999999999995,2.999999999999999,0.0,16990.347199999997
W1_PV4,风电场景1,光伏场景4,4,4:00-5:00,1.1802,15.072,0.0,15.072,15.247897485631457,0.099999998642449,1,0,1.9999999728489801,1.9999999728489801,0.1499999979636735,4.1499999436616335,5.330199943661634,0.0,9.741800056338366,5.330199943661633,0.299999995927347,0.3424,0.0,2260.7999999999997,0.0,199.99999728489803,299.999995927347,0.299999995927347,3681.426241290269,-920.3262480820968
